,stimulus,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic
10,AB357,0.2744960457086563,0.1136768028140068,0.46905251443386076,2.6633135795593263,0.32378006130456927,0.37903658747673036,0.5866567552089691,0.49220911264419553,0.9966807723045349,0.3868741601705551,0.39170430302619935,0.43615097403526304,0.15626416206359864,1.7997625589370727,0.17830634266138076,0.41628079414367675,0.25254775285720826,0.08890623450279236,0.02815912589430809,0.019952964782714844,0.001831931620836258,0.0,0.01565428003668785,0.0667234182357788,0.0894937664270401,0.20924360901117325,0.06337498538196087,0.057023067772388455,0.016530007869005204,0.09982819706201554,0.13802177011966704,0.055918852984905246,0.09679458141326905,0.016770869493484497,0.015261970460414886,0.14720621705055237,0.1735437333583832,0.06913894861936569,0.014656294137239456,0.0360914558172226,0.13558113053441048,0.11202275454998016,0.011832238733768463,0.5373857676982879,1.2196351408958435,0.42956727743148804,0.2079731523990631,0.6675373911857605,0.1565831109881401,0.11198071837425232,0.10321031585335731
11,AB567,0.18487682342529296,0.1635518975555897,0.3298306718468666,0.0,0.15516527667641639,0.057934236526489255,0.0,0.013514459133148193,0.13227318227291107,0.09215856045484543,0.07038751095533372,0.06784820966422558,0.08433500677347183,0.23249955773353576,0.1964366614818573,0.12241732887923717,0.0,0.5779662787914276,0.4980775475502014,0.9721320033073425,0.7910585939884186,0.840481960773468,0.5266678690910339,0.49756893515586853,0.1608614444732666,0.1560504615306854,0.627624249458313,0.44656458497047424,0.8775442600250244,0.4359204351902008,0.4421929895877838,0.5821464121341705,2.7589601039886475,0.21144402027130127,0.3141987442970276,0.2831392675638199,0.0762519471347332,0.17623764276504517,0.0996044859290123,0.6922137320041657,0.22470313608646392,0.14475218057632447,0.37745884656906126,0.13902843743562698,0.05016825795173645,0.0664692685008049,0.0,0.10287243127822876,0.07224343940615655,0.07592948675155639,0.11614448595792055
12,AB618,0.5950998544692994,2.1825231552124023,0.38857990205287934,0.16008726721629501,0.3293168514966965,0.18172878324985503,0.24160807579755783,0.09156765304505825,0.36895750239491465,0.3743934124708176,0.2272964298725128,0.09229418151080608,0.041197337210178375,0.8362483024597168,0.24283386617898942,0.14496274590492247,0.11706020385026931,0.12955492958426476,0.07506749331951142,0.4503312647342682,0.6724141657352447,0.14250482246279716,0.352955687046051,0.07982323467731475,0.12718045115470886,0.07805008217692375,0.24376221597194672,0.14803560823202133,0.3684373080730438,0.11780562996864319,0.11052231341600419,0.07071099430322647,0.07240630090236663,0.12028025388717652,0.05040879994630813,0.10141608119010925,0.01492559239268303,0.08857485055923461,0.037803413718938826,0.09123610258102417,0.01442868709564209,0.14391512274742127,0.04018700998276472,0.19709848165512084,0.20367105379700662,0.13165467828512192,0.08429670929908753,0.12765901014208794,0.025905390083789826,0.1423236310482025,0.08709828667342663
13,AB633,0.15148696303367615,0.286835378408432,0.24742452353239058,0.4470570109784603,0.048954571783542636,0.0910394012928009,0.6484077334403991,0.12850763499736786,0.1677105963230133,0.3014392673969269,0.14756343364715577,0.10079459697008133,0.12267345935106277,0.528939425945282,0.2703526049852371,0.13288681209087372,0.06440985202789307,0.07545864880084992,0.10080238729715348,0.4629604905843735,0.26382204294204714,0.4298014178872108,0.3001111507415771,0.452385588735342,0.12019017785787582,0.35455198884010314,1.2415032029151916,0.2783593237400055,1.703439426422119,0.5944734990596772,0.46529842019081114,0.8945834517478943,1.8818541765213013,0.5099297568202019,0.4362841844558716,0.33109488487243655,0.3802064538002014,0.7337233066558838,0.09375043213367462,1.4791252136230468,0.019096914678812027,0.2890261076390743,0.472555673122406,1.6491452410817147,1.296737051010132,0.6088223665952682,0.09572220295667648,0.14429574012756347,0.2346626862883568,0.12667641341686248,0.12828391194343566
14,AB707,0.08088014498353005,0.09565776735544204,0.2302800625562668,3.0077303409576417,0.12903236616402863,0.1484407104551792,0.1099016860127449,0.3973414719104767,0.38047573864459994,0.054130615293979646,0.1112992593087256,0.11394217908382416,0.044141225144267084,1.3134207487106324,0.14901706501841544,0.36995433568954467,0.2055877238512039,0.17043191343545913,0.1768173411488533,0.13691324628889562,0.2545555293560028,0.071982629224658,0.059538933634758,0.1056831419467926,0.039413272961974145,0.04143770784139633,0.1539106100797653,0.1275164559483528,0.160356804728508,0.11268794368952513,0.19279962480068208,0.13063974678516388,0.33404155969619753,0.031183485686779023,0.0815919041633606,0.06656789183616638,0.13302522301673889,0.061661159992218016,0.050684138247743246,0.20133287608623504,0.11597403585910797,0.1458334743976593,0.05676099956035614,0.35548352003097533,1.1363034963607788,0.3670052349567413,0.14854522198438644,0.5530001103878022,0.0769411101937294,0.050571313500404357,0.06493745148181915
15,AB731,0.4422442317008972,0.21032702326774597,0.6303808927536011,0.3954990565776825,0.5050808906555175,0.27484637796878814,0.11765910908579827,0.22620164155960082,0.15319163724780083,0.048178578913211825,0.0040452972054481505,0.04046118855476379,0.0,0.424866846203804,0.09692146964371204,0.1417836382985115,0.12933629155158996,0.3485376626253128,0.12469033002853394,0.22375285029411315,0.26361372172832487,0.14563515782356262,0.05267462730407715,0.024382397532463074,0.018255677819252015,0.07933332957327366,0.010946887731552123,0.015509796142578126,0.007796245068311692,0.23032975494861602,0.1031050868332386,0.06204714998602867,0.15828089118003846,0.30189589262008665,0.05644473433494568,0.6381502985954285,0.13558240234851837,0.07763116806745529,0.05605466589331627,0.06503625735640525,0.466170471906662,0.3878843992948532,0.05432957410812378,0.557286548614502,0.48504033088684084,0.4074822962284088,0.2734248399734497,0.614112275838852,0.3947679728269577,0.23345793783664703,0.19497492015361786
16,AB744,0.40712621808052063,0.12021593824028969,0.3948297917842865,0.2780989959836006,0.46197198033332826,0.31037709712982176,0.9112015724182129,0.6035346865653992,0.2817535012960434,0.1260826550424099,0.10443267673254013,0.12022975385189057,0.10048409700393676,0.8002002358436584,0.11154443323612213,0.19226758182048798,0.2050439104437828,0.16710643768310546,0.1245529219508171,0.01758493147790432,0.09737180769443513,0.011980818584561348,0.07663985416293144,0.06592642888426781,0.12525972910225391,0.3064909279346466,0.13840211927890778,0.06064024716615677,0.04032659232616424,0.1245352566242218,0.053070883825421335,0.056139758229255675,0.1612327665090561,0.15630248188972473,0.10685126334428788,0.5704956352710724,0.17615098953247071,0.06619653403759003,0.016257309168577195,0.07451002299785614,0.21587214171886443,0.35613695085048674,0.14660349637269973,0.5515434980392456,0.3707097038626671,0.21209532767534256,0.26199727654457095,0.25856763049960135,0.3612022429704666,0.21804664880037308,0.1645801179111004
17,AC220,0.23790672272443772,0.017520982772111893,0.13023671880364418,0.016219767183065413,0.0585687380284071,0.029478292167186736,0.046733418479561806,0.09235918074846268,0.2799376636743546,0.06400301679968834,0.14860405623912812,0.09920808225870133,0.06461969912052154,0.5407192766666412,0.20837601721286775,0.16371661722660064,0.15581260919570922,0.4416981220245361,0.601757538318634,0.9016744017601013,0.6712615132331848,0.5450974524021148,0.38263875544071196,0.2831312954425812,0.057250185310840605,0.060036154091358186,0.23976072669029236,0.1799667425453663,0.3555342435836792,0.308445143699646,0.3300940304994583,0.4653534173965454,0.7511914014816284,0.33257738351821897,0.2741269484162331,0.25579087287187574,0.15103863030672074,0.2514732748270035,0.06172604598104954,0.4931549072265625,0.15753086060285568,0.11906943768262863,0.3706457525491714,0.05286387801170349,0.019275609403848648,0.14505594670772554,0.10154241025447845,0.11207356676459312,0.07600300163030624,0.07142426818609238,0.0637187510728836
18,AC299,0.143182972073555,0.009787674993276596,0.2882608503103256,0.5333884835243226,0.28204495906829835,0.1285848781466484,0.6226347923278809,0.30131234526634215,1.0730857372283935,0.2100878655910492,0.23520145639777185,0.4864105522632599,0.06088593602180481,1.3825345516204834,0.38957684934139253,0.524538254737854,0.37076362073421476,0.030863988399505615,0.11074521243572236,0.41135025918483736,0.44529350101947784,0.09797515794634819,0.3425204545259476,0.08740098923444747,0.11435124166309833,0.11791870519518852,0.05229325443506241,0.013940922915935516,0.059575336426496504,0.17579671293497084,0.21176817119121552,0.08837050125002861,0.11286787688732147,0.18189184814691545,0.1015144020318985,0.5109612882137299,0.2686327397823334,0.07755383998155593,0.06153164505958557,0.12703002095222474,0.16088037341833114,0.1745271697640419,0.09782676249742508,0.6035636484622955,0.5123256862163543,0.2911586880683899,0.12619246691465377,0.5601314842700958,0.37311709523200987,0.06317675821483135,0.11796242743730545
19,AC327,0.4075338333845139,0.15892731994390488,0.5509819984436035,0.30439364314079287,0.5653383016586304,0.22483421117067337,0.29884702563285825,0.46230790615081785,0.5596223592758178,0.037081706523895266,0.2483771875500679,0.14416087418794632,0.08572006896138192,1.3083791494369508,0.4699640214443207,0.5307322919368744,0.37961576879024506,0.487722373008728,0.19800399839878083,0.3182938188314438,0.3030473440885544,0.06335093975067138,0.12325328737497329,0.1529697448015213,0.20107483267784118,0.28912260830402375,0.14074883460998536,0.1883859984576702,0.09142979178577662,0.12062669396400452,0.1425735056400299,0.060944150760769845,0.005492531880736351,0.10057726800441742,0.10062153935432434,0.4104538857936859,0.1264660805463791,0.0,0.041315016150474546,0.05672374069690704,0.14289580881595612,0.258353927731514,0.03783469870686531,0.2513962656259537,0.2066073514521122,0.14469172805547714,0.12434740662574768,0.30766820907592773,0.2272097110748291,0.2544677823781967,0.08386663310229778
20,AC394,0.8000349283218384,0.2874713182449341,0.8033501863479614,0.17663935720920562,0.4499881625175476,0.3007033407688141,0.06528563946485519,0.15087879300117493,0.2946218878030777,0.11539046466350555,0.10979854986071587,0.031506089866161345,0.06061066389083862,0.5093740880489349,0.13720186948776245,0.14714754819869996,0.18873236179351807,0.3701105833053589,0.2929861158132553,0.5429807424545288,0.5001676321029663,0.30629761815071105,0.16658650636672973,0.14425817281007766,0.014179448783397674,0.11627145074307918,0.035513976216316225,0.0728468019515276,0.127083732932806,0.37894670367240907,0.2394499659538269,0.18136921226978303,0.4152101993560791,0.2928429961204529,0.16337614357471467,0.5699550807476044,0.11330302581191062,0.11981497555971146,0.05241015255451202,0.15227634683251381,0.2943484544754028,0.20176316201686859,0.11053142845630645,0.16874761655926704,0.11825825944542885,0.28999283015727995,0.12978768348693848,0.11230432912707329,0.1928032711148262,0.20550234019756317,0.1321162223815918
21,AC627,0.17694485783576966,0.054991232231259346,0.2735529124736786,0.11114831566810608,0.48253211975097654,0.12865638434886933,0.3637776806950569,0.32735886573791506,0.20524045825004578,0.14041896760463715,0.06822236627340317,0.14045100510120392,0.030873459577560425,1.1754983425140382,0.7057422041893006,0.6306626796722412,0.49914678931236267,0.4915363609790802,0.3366264753043652,0.905417513847351,0.9220431923866272,0.255957268178463,0.7091931581497193,0.20560177266597748,0.08546716943383217,0.27679115533828735,0.06383475810289382,0.0159193679690361,0.07021334990859032,0.16435323059558868,0.10610821992158889,0.16144629418849946,0.3440925970673561,0.29221743941307066,0.2134965628385544,0.3991943188011646,0.1944635659456253,0.024773545563220978,0.0011925449594855308,0.06039077788591385,0.18012899160385132,0.19621032178401948,0.14184543043375014,0.37778729796409605,0.2470606803894043,0.14125589430332183,0.09741763472557068,0.3239475667476654,0.31935267746448515,0.262776842713356,0.1180201604962349
22,AC729,0.5000596821308136,0.14539443850517272,0.49840002655982973,0.1689745530486107,0.5205529749393463,0.17579938024282454,0.45181035399436953,0.30211899280548093,0.6628120183944702,0.21517690718173982,0.18684855550527574,0.25422865599393846,0.061495260894298555,0.9962655544281006,0.3956298828125,0.478579580783844,0.2834238499403,0.1921439588069916,0.12396696358919143,0.5743197143077851,0.6685469448566437,0.15940767228603364,0.45115628838539124,0.08529962301254272,0.06257162019610404,0.1777285248041153,0.07792351506650448,0.02351716682314873,0.07468502596020699,0.26065734922885897,0.1734507516026497,0.08181405961513519,0.22415959537029267,0.24202715754508972,0.07536711320281028,0.5250831007957458,0.17761866450309755,0.011155252158641816,0.015400375798344612,0.10151438564062118,0.23125959634780885,0.1276189111173153,0.05777088776230812,0.17439270615577698,0.17563751041889192,0.23910584300756454,0.12931731194257737,0.30316401422023775,0.3076562792062759,0.18166084289550782,0.12004136443138122
23,AC754,0.44631835222244265,0.18887050598859786,0.45900097489356995,0.5049913048744201,0.27866321355104445,0.33283969163894656,0.3683468043804169,0.20467415750026702,0.2849954694509506,0.051959116011857986,0.12723950818181037,0.26766963452100756,0.1290034607052803,0.3969794541597366,0.049086754024028775,0.04302753210067749,0.16362989097833633,0.1575630471110344,0.32056687474250795,0.2934762865304947,0.4391232967376709,0.22545134425163268,0.13555268347263336,0.10773500204086303,0.10191149637103081,0.041728520020842555,0.13286656588315965,0.11588693633675576,0.17003609985113144,0.455979323387146,0.5633046805858613,0.4234189331531525,0.7451752156019211,0.43057613372802733,0.22534240186214446,0.6541891872882843,0.46522499322891236,0.27752535790205,0.19769983142614364,0.37008850574493407,0.2895712971687317,0.2897185027599335,0.41616771221160886,0.48964481204748156,0.4633984237909317,0.481340491771698,0.20613605678081512,0.4290270745754242,0.30818901062011717,0.221595461666584,0.2642120629549026
24,AC820,0.8908351540565491,0.3161351680755615,0.8199112772941589,0.1915447950363159,0.45651015639305115,0.3147251337766647,0.13947546929121019,0.15829678177833556,0.23061884939670563,0.12627516984939574,0.13676303923130034,0.03412391059100628,0.06688092201948166,0.42032597213983536,0.1200994685292244,0.09974671602249145,0.1666519299149513,0.3526016891002655,0.33583747744560244,0.5653666853904724,0.61222984790802,0.2942353457212448,0.20253556370735168,0.17486148923635483,0.027300452813506126,0.10344200506806374,0.07198542654514313,0.07415291368961334,0.12060110867023469,0.41675169467926027,0.2646856099367142,0.23375037908554078,0.45948041081428526,0.29989972710609436,0.20810725390911103,0.6147194862365722,0.1259673923254013,0.17818150222301482,0.07166149094700813,0.15100935474038124,0.32241815626621245,0.20079338997602464,0.15123700499534606,0.1003431111574173,0.10217597112059593,0.2678591459989548,0.10757006108760833,0.021707822382450104,0.2092788353562355,0.19966996610164642,0.18341788351535798
25,AC958,0.9099891662597657,0.30349822640419005,0.9803645372390747,0.1544112354516983,0.5845120906829834,0.3325325965881348,0.12663766257464887,0.13769660592079164,0.4098560631275177,0.17838854789733888,0.1645352751016617,0.010116160288453102,0.04871448241174221,0.5672716081142426,0.1984102874994278,0.1872396096587181,0.20678897351026534,0.32672959566116333,0.1703020714223385,0.3036989688873291,0.38802424669265745,0.16249748170375825,0.1429975561797619,0.09251215830445289,0.04759336896240711,0.1547065109014511,0.013830076158046722,0.03590618595480919,0.1354504980146885,0.37719035148620605,0.2993391215801239,0.12852099239826204,0.32411724925041197,0.30167352706193923,0.11649519205093384,0.6600751042366028,0.14776701629161834,0.025970325991511344,0.03232028111815453,0.09938449710607529,0.3526690363883972,0.18245679438114165,0.06695149391889572,0.24539211094379426,0.1512227885425091,0.45896250009536743,0.21102956533432007,0.20359050929546357,0.28006388545036315,0.27858666479587557,0.25358752310276034
26,AD048,0.2624268442392349,0.2372650071978569,0.255005993694067,0.07817710191011429,0.21457505524158477,0.1456691160798073,0.253627336025238,0.22153504192829132,0.09421995356678962,0.08567206561565399,0.009959658980369568,0.05149973928928375,0.07030251473188401,0.3066861376166344,0.11951989680528641,0.029891718924045563,0.18114589601755143,0.29782377928495407,0.4886506378650665,0.42055112719535825,0.2334984928369522,0.3654488682746887,0.18908428475260736,0.2361346185207367,0.14387927800416947,0.11596400886774064,0.2200695127248764,0.13215959072113037,0.45956293046474456,0.5084043323993683,0.35015197694301603,0.5362802922725678,1.1923594236373902,0.4002957582473755,0.20610517263412476,0.6466627299785614,0.3505728289484978,0.28089199364185335,0.14851512275636197,0.6042653977870941,0.36776050329208376,0.22799611389636992,0.31405251622200014,0.4754525005817413,0.2811428263783455,0.394962352514267,0.18008529520593583,0.16165556609630585,0.36122848391532897,0.17590463310480117,0.240255469083786
27,AD074,0.18875305950641633,0.2535897448658943,0.18460358791053294,0.3954389154911041,0.14549236074090005,0.13827552646398544,0.19074688404798507,0.21087896153330804,0.4205611050128937,0.004404447972774506,0.06330122500658035,0.15219529271125792,0.019128574430942534,0.5997851371765137,0.11290515176951885,0.13180340081453323,0.18569383323192595,0.18523561656475068,0.25725545883178713,0.37139901518821716,0.4440281927585602,0.2054654747247696,0.16946753561496736,0.08694977685809135,0.06649193465709687,0.023692646622657777,0.040787373483181,0.05753280222415924,0.10058289766311646,0.32414650321006777,0.31760005950927733,0.25505303740501406,0.41146570853888986,0.22118764519691467,0.1692883253097534,0.3538589239120483,0.23026082813739776,0.20487990826368332,0.13271980881690978,0.3028418980538845,0.263567116856575,0.3384649455547333,0.1734081357717514,0.5444657683372498,0.44963704943656924,0.4211234271526337,0.23796357810497284,0.799257242679596,0.24651841670274735,0.10460980534553528,0.16592144072055817
28,AD230,0.48433282375335696,0.1612416014075279,0.6962283611297607,0.4052480936050415,0.6308308780193329,0.32968981862068175,0.08492851704359054,0.39526750445365905,0.025833465903997422,0.02794053256511688,0.04003807380795479,0.0,0.007363658398389816,0.6886203408241272,0.2674341708421707,0.28307267725467683,0.2555584952235222,0.5827242016792298,0.24615814834833144,0.30071198046207426,0.26737579330801964,0.22686211317777633,0.14878491759300233,0.1126825176179409,0.034185482561588286,0.22453496754169464,0.0005732432007789611,0.0691549800336361,0.0423586443066597,0.10448638945817948,0.0832324918359518,0.0451375775039196,0.10074939727783203,0.2580768331885338,0.1326220378279686,0.6505122423171997,0.070078194886446,0.044605953991413115,0.012113532423973084,0.01744426228106022,0.4933872401714325,0.39626759588718413,0.09363409131765366,0.3215439736843109,0.3732784688472748,0.1169923111796379,0.15524683892726898,0.21760534197092057,0.4111067056655884,0.2769775211811066,0.15023873150348663
