SMILES,alcoholic,aldehydic,alliaceous,almond,amber,animal,anisic,apple,apricot,aromatic,balsamic,banana,beefy,bergamot,berry,bitter,black currant,brandy,burnt,buttery,cabbage,camphoreous,caramellic,cedar,celery,chamomile,cheesy,cherry,chocolate,cinnamon,citrus,clean,clove,cocoa,coconut,coffee,cognac,cooked,cooling,cortex,coumarinic,creamy,cucumber,dairy,dry,earthy,ethereal,fatty,fermented,fishy,floral,fresh,fruit skin,fruity,garlic,gassy,geranium,grape,grapefruit,grassy,green,hawthorn,hay,hazelnut,herbal,honey,hyacinth,jasmin,juicy,ketonic,lactonic,lavender,leafy,leathery,lemon,lily,malty,meaty,medicinal,melon,metallic,milky,mint,muguet,mushroom,musk,musty,natural,nutty,odorless,oily,onion,orange,orangeflower,orris,ozone,peach,pear,phenolic,pine,pineapple,plum,popcorn,potato,powdery,pungent,radish,raspberry,ripe,roasted,rose,rummy,sandalwood,savory,sharp,smoky,soapy,solvent,sour,spicy,strawberry,sulfurous,sweaty,sweet,tea,terpenic,tobacco,tomato,tropical,vanilla,vegetable,vetiver,violet,warm,waxy,weedy,winey,woody
C1CCC(C1)/C=C/C#N,0.0096716685,0.07745419,0.06516366,0.018176582,0.008665358,0.07576041,0.09898679,0.005801234,0.0027443487,0.114657745,0.058158927,0.035964116,0.041796703,0.03482425,0.044136304,0.057711743,0.08863045,0.032057457,0.030974945,0.010343615,0.028340312,0.1271058,0.03210199,0.022620648,0.017855043,0.022424156,0.01868665,0.024219653,0.009145683,0.03730867,0.21002322,0.076677434,0.014594259,0.008139901,0.015246573,0.016957507,0.023916865,0.068364516,0.16954891,0.034451798,0.075040326,0.0059270193,0.024819307,0.025983563,0.08200825,0.048288025,0.042771127,0.018618256,0.042183287,0.10742177,0.13029847,0.07059717,0.048283465,0.093054205,0.072785325,0.090751715,0.2347889,0.0675943,0.15799092,0.15857609,0.14522369,0.04369334,0.06375604,0.01003397,0.012338181,0.0668865,0.07210461,0.014575173,0.06097579,0.023702748,0.01264761,0.043558445,0.10953781,0.08410442,0.15563832,0.08380573,0.054483622,0.038150914,0.044437252,0.045101162,0.13774094,0.0219291,0.16298126,0.12091929,0.0077512925,0.031270355,0.036770023,0.1532113,0.020595772,0.06103504,0.021773832,0.06690417,0.011809826,0.018528363,0.10753784,0.2402547,0.009466356,0.046004646,0.02547812,0.12827441,0.03926001,0.012794699,0.0389238,0.023668868,0.019175302,0.12212459,0.055951543,0.044872615,0.026274323,0.028652549,0.04014542,0.07465072,0.030641267,0.069767006,0.07338019,0.038716644,0.013767755,0.04059655,0.065393016,0.31187263,0.052646223,0.022116749,0.09740012,0.0003700476,0.07369829,0.1630989,0.09998815,0.043005038,0.07934378,0.0073743374,0.0059019187,0.07132896,0.03291953,0.083699875,0.027765803,0.041341107,0.026493719,0.07278089
CC1=NC=CN=C1C,0.05488115,0.06649689,0.3369276,0.23464128,0.15644032,0.101146966,0.062431052,0.007976214,0.027283601,0.07264321,0.06383624,0.008748845,0.5806418,0.029700411,0.14249907,0.08042071,0.0701627,0.036059223,0.57540756,0.305499,0.41151437,0.06636072,0.45456648,0.09967971,0.041713443,0.03036202,0.21415463,0.092405856,0.6406503,0.0070169335,0.025418213,0.082780376,0.03875107,0.75579935,0.020290285,0.64838165,0.042225204,0.25857672,0.039435387,0.12906854,0.096824005,0.106329605,0.035554565,0.07513627,0.15268059,0.39398426,0.14247641,0.2446149,0.24211894,0.6946985,0.0031472284,0.011893793,0.12531176,0.03105353,0.12966521,0.13408396,0.20911896,0.019028451,0.11122145,0.3163286,0.9630119,0.07505346,0.1061275,0.4030289,0.019123,0.050681558,0.22598577,0.0322278,0.023721762,0.05742998,0.043343488,0.049446736,0.1630896,0.06657856,0.098667756,0.01858736,0.30327246,0.6923331,0.12002007,0.036514312,0.2447585,0.07973802,0.14962292,0.03037865,0.10892201,0.29964525,0.70062345,0.027081896,0.81884426,0.033399522,0.06169651,0.076277055,0.02597685,0.033986192,0.037424188,0.037791528,0.051064767,0.012403512,0.10625028,0.029264051,0.03263569,0.007798775,0.23626998,0.47438636,0.68837136,0.1843067,0.14420275,0.013242472,0.08554948,0.8741574,0.009920145,0.13650411,0.08003257,0.25884065,0.08052074,0.13269311,0.115662,0.21617681,0.17704286,0.011811055,0.11257302,0.4204317,0.300878,0.0478563,0.1487603,0.0893167,0.12323737,0.2964348,0.07393449,0.17885019,0.40402088,0.06701844,0.025304276,0.053938035,0.019324653,0.062079336,0.01964511,0.033170614
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2  ,0.08367455,0.04240442,0.018880632,0.44376412,0.17026095,0.07499558,0.22275469,0.01274142,0.16945638,0.21368922,0.90341175,0.06613092,0.028778573,0.080153406,0.06379446,0.4101978,0.023882382,0.07458779,0.09760285,0.32091185,0.048134476,0.17577836,0.10882591,0.06540614,0.10688251,0.063911095,0.011708382,0.44157028,0.06246042,0.18550219,0.09333663,0.22829494,0.10110774,0.14565744,0.18587564,0.044392627,0.13189489,0.025547082,0.044028886,0.17692418,0.2560539,0.10735632,0.02009848,0.039774682,0.19389786,0.10925493,0.2854468,0.072891444,0.06610149,0.26196876,0.40726024,0.079866394,0.045523465,0.7989734,0.007687124,0.07382657,0.20108256,0.081392944,0.042974357,0.09040298,0.41276824,0.1182045,0.08965622,0.037986062,0.77839404,0.23812726,0.24514157,0.38485178,0.04226009,0.020253949,0.15251209,0.10860318,0.16756427,0.11580351,0.14593096,0.08818218,0.037331335,0.0032976354,0.15963821,0.043580987,0.23946193,0.042018298,0.1482789,0.054878127,0.104146816,0.068594545,0.20864809,0.06675831,0.279887,0.042736933,0.5818804,0.0031479718,0.090963036,0.03442854,0.06737862,0.05327443,0.23769197,0.032068823,0.24340893,0.12770724,0.04444187,0.12355052,0.03473137,0.013158359,0.32443547,0.023110744,0.10119479,0.06431106,0.0530592,0.005826682,0.5322329,0.06872752,0.1098142,0.012395547,0.09172446,0.042812325,0.08997515,0.14852443,0.07440873,0.38016006,0.1018318,0.00028867743,0.050379194,0.7698861,0.23338974,0.10966324,0.08626892,0.05610959,0.06931023,0.2836874,0.22828773,0.08832178,0.01645455,0.24172918,0.036009517,0.20849591,0.31042293,0.042906433
COC1=CC=CC=C1S,0.15513042,0.0026135598,0.24204876,0.21267185,0.024079626,0.11629782,0.2936268,0.005339215,0.024139278,0.43814185,0.24027908,0.02142805,0.46305048,0.003961453,0.036915753,0.052165817,0.05971835,0.020426579,0.61186427,0.044556074,0.10115133,0.068043895,0.3016736,0.028706186,0.06719261,0.028484501,0.118175,0.09630519,0.22322024,0.22623663,0.002036391,0.0047483216,0.28559712,0.21790652,0.061617568,0.45869458,0.012403507,0.3223265,0.044775486,0.013429713,0.11637887,0.13857992,0.019433165,0.067603715,0.27045196,0.7047351,0.08863297,0.00040708718,0.06636427,0.17325395,0.0030214994,0.004519391,0.009436543,0.00229117,0.19314009,0.112374306,0.004505648,0.030625079,0.013639915,0.03725765,0.005150665,0.073451124,0.109547205,0.1834579,0.0025786785,0.12621973,0.07387568,0.0065663704,0.060223855,0.021258343,0.04006532,0.021020923,0.001984263,0.22584537,0.022720143,0.008656085,0.12544858,0.95075077,0.4659859,0.00359893,0.10386222,0.08623012,0.04004203,0.0029178758,0.10169501,0.0014708134,0.22377135,0.0073768613,0.2333553,0.022726359,0.0031980446,0.30485696,0.009670659,0.0077120718,0.03613251,0.0058434885,0.008374705,0.0052353316,0.86046714,0.02121586,0.029844895,0.036772814,0.020730827,0.19982935,0.4574612,0.23454739,0.14927328,0.032492064,0.119312756,0.778569,0.00023011738,0.22418751,0.057043966,0.4408781,0.14341976,0.7930825,0.0038089752,0.11872208,0.087194234,0.7873142,0.08674304,0.86085683,0.029438151,0.9177469,0.08510138,0.021997713,0.08804142,0.054983333,0.060723867,0.6089643,0.14992765,0.048846368,0.0036386652,0.21254304,0.00255742,0.011840004,0.058610175,0.4398571
C1=CC=C(C=C1)C=O,0.019962395,0.13699622,0.05453326,0.97403085,0.060302343,0.026085963,0.19627999,0.01413403,0.07348509,0.29638764,0.2625923,0.08018475,0.15857384,0.02392931,0.3387971,0.9194721,0.028005734,0.056836203,0.033768244,0.11103399,0.024028946,0.14267255,0.119427815,0.04601778,0.017646134,0.011749953,0.10043751,0.97586006,0.040567137,0.28953254,0.0060165655,0.12090588,0.018127456,0.3917794,0.21744631,0.08531921,0.015550538,0.013568734,0.19328481,0.13171197,0.53142935,0.051788993,0.01890932,0.0109262485,0.20547715,0.009047096,0.035736043,0.11478045,0.049631406,0.08166754,0.05407694,0.11575411,0.036002025,0.9876506,0.008969813,0.07454321,0.028676787,0.026273666,0.0027997445,0.1307842,0.0769099,0.3045751,0.12037411,0.09640542,0.15318938,0.14348374,0.23927762,0.09453701,0.035693172,0.0027016615,0.02971045,0.022516793,0.16858609,0.12988882,0.026727717,0.011323509,0.078198895,0.01882625,0.36889222,0.10899949,0.022083107,0.039783992,0.08701408,0.004398419,0.0090571,0.0050374204,0.319745,0.039089143,0.85564476,0.0029118569,0.75382626,0.009640812,0.06469847,0.047623135,0.030694934,0.00903037,0.1658039,0.00360261,0.6767717,0.03428007,0.010922926,0.17692313,0.02947177,0.061069187,0.66969305,0.42067173,0.14401624,0.06016722,0.075107984,0.0028874741,0.02997957,0.11825156,0.052389074,0.01136091,0.34837192,0.052358817,0.10884661,0.043848164,0.07565075,0.1463865,0.078199446,0.04728204,0.05670353,0.96453667,0.20559144,0.017852567,0.0912357,0.06555439,0.01936654,0.4406536,0.046349913,0.0078079095,0.005960207,0.121176,0.041014142,0.0288574,0.21578413,0.14724863
CC1(CCCC(N1[O])(C)C)C,0.036347535,0.034316085,0.055872258,0.03323258,0.15780243,0.07843212,0.04315347,0.020880213,0.024719805,0.11951578,0.087909594,0.009014867,0.085595645,0.04125114,0.1831256,0.07329416,0.11743803,0.02186239,0.123090334,0.0024019834,0.04270349,0.28115863,0.010833113,0.11000798,0.034378905,0.061394725,0.009330036,0.032264546,0.07695213,0.021598155,0.47835502,0.061315257,0.037128396,0.18627922,0.005560203,0.15295745,0.014495206,0.046635006,0.34552303,0.09634061,0.019212553,0.017529493,0.010934708,0.006562993,0.14625603,0.5200371,0.08539875,0.0077797077,0.02889656,0.09969338,0.0023897602,0.037440438,0.08769674,0.0073455693,0.009834276,0.07030672,0.018336415,0.24737917,0.30466852,0.12140169,0.7534119,0.022890422,0.15157877,0.095118225,0.26858434,0.04742933,0.028812153,0.0127836745,0.028062439,0.019695757,0.005602686,0.05204001,0.1943235,0.11409908,0.09513067,0.011842017,0.05519625,0.08508902,0.10852351,0.009780412,0.038272183,0.006669733,0.3131589,0.0062220506,0.0063432506,0.07176361,0.45087594,0.08997006,0.19550405,0.04649307,0.031219011,0.021348247,0.039310735,0.056635965,0.06747331,0.041623008,0.008008645,0.015117183,0.062383793,0.27722195,0.024416735,0.008297129,0.02071901,0.107299365,0.18188596,0.09813577,0.014246386,0.013183818,0.053788442,0.22952208,0.002420724,0.03063282,0.03044655,0.035562802,0.096233375,0.046693716,0.05648138,0.1660829,0.10585032,0.022219583,0.06288966,0.1164955,0.065720685,0.107906334,0.2830837,0.11797471,0.22339016,0.07802201,0.08225461,0.01195075,0.25189817,0.108518675,0.025508763,0.04340308,0.0026289343,0.061279725,0.090420984,0.30238876
CCC1=NC=CN=C1CC,0.021021144,0.021472584,0.1683081,0.22845878,0.027228441,0.1382708,0.082714505,0.0049879155,0.037781388,0.19609809,0.047049243,0.005634666,0.285451,0.010381037,0.122049235,0.08465275,0.044679407,0.033610113,0.55950326,0.18472718,0.10621581,0.2358443,0.20579259,0.043804266,0.030600619,0.040576342,0.13487004,0.06205382,0.3375143,0.02838706,0.009207069,0.02588864,0.055654086,0.5768273,0.025407216,0.5489332,0.026731728,0.18689494,0.13913648,0.042010963,0.025500769,0.058739793,0.03573062,0.03212278,0.06112991,0.71114737,0.26458278,0.04873679,0.28585392,0.36412734,0.00015953497,0.025165731,0.04919763,0.042729177,0.03211236,0.16189097,0.01550356,0.08461896,0.009548102,0.2417958,0.36075068,0.04180265,0.08953708,0.41486588,0.011434756,0.04017269,0.041102886,0.012367238,0.03861411,0.0730202,0.02211232,0.043703713,0.12993826,0.19865152,0.030351862,0.006041091,0.1204067,0.5032522,0.17367424,0.0019779115,0.08450135,0.031042384,0.0806429,0.0026094748,0.049399666,0.02107672,0.48580372,0.023842435,0.8433272,0.0034283656,0.020581825,0.036033656,0.0084016835,0.011148497,0.045396272,0.014674958,0.027304552,0.0038847865,0.12454435,0.08567495,0.071519986,0.020798545,0.118462816,0.55740356,0.05879014,0.077163234,0.09273809,0.020742577,0.08980197,0.7644988,0.009393504,0.10308053,0.036941174,0.242216,0.04422423,0.2219972,0.011087061,0.15209776,0.08474687,0.037313215,0.03938418,0.04765845,0.09382474,0.036824714,0.2109031,0.09752401,0.14245701,0.08283494,0.026580663,0.101598345,0.36623818,0.07215982,0.016087318,0.06282838,0.005978023,0.028007215,0.06027765,0.30504715
CCOC1=NC=CN=C1,0.21994622,0.0115738055,0.13890742,0.2580153,0.009651822,0.04247321,0.0871839,0.13830687,0.03259355,0.20003952,0.029151909,0.075113334,0.16200116,0.009622363,0.058213614,0.015777089,0.027531547,0.10599724,0.29240325,0.27009097,0.06271056,0.046339102,0.05818271,0.04620765,0.098595984,0.014936895,0.19265251,0.040390685,0.45361227,0.016833136,0.013111797,0.06316508,0.052986402,0.40400788,0.027907494,0.30953896,0.15694514,0.19913419,0.14396302,0.065544605,0.03363512,0.07969097,0.03806162,0.05480121,0.032105535,0.6794978,0.5187743,0.008524084,0.124590784,0.114208415,0.0069077425,0.3288558,0.098948225,0.1949209,0.06085188,0.15866277,0.006158433,0.11564738,0.016801307,0.2317893,0.65825945,0.02039648,0.08953416,0.36217803,0.004200829,0.044246696,0.029804187,0.0037684184,0.14031163,0.04313573,0.016344696,0.040775925,0.037872553,0.021878328,0.023035591,0.0065280264,0.117486954,0.23583369,0.11578984,0.005437975,0.11046279,0.020568842,0.03156423,0.005677483,0.046907783,0.014679537,0.52049494,0.012809879,0.9187865,0.005518737,0.011635746,0.15043955,0.04666598,0.012479711,0.033758596,0.017693607,0.009552923,0.017819664,0.24855262,0.09893957,0.57108235,0.04233527,0.08574129,0.49443594,0.097718425,0.40463337,0.16142052,0.024480246,0.16655888,0.8523404,0.015591776,0.2192023,0.024602644,0.1323996,0.11807451,0.15423152,0.022766309,0.18310615,0.08135293,0.07654369,0.07024439,0.016524954,0.08204017,0.8327279,0.13906038,0.07571371,0.032705083,0.060172226,0.08090235,0.07095124,0.38186303,0.059433676,0.022055004,0.09318657,0.08439502,0.021307522,0.35711613,0.19307211
CC1=CN=C(C=N1)C,0.024945125,0.013988552,0.031170392,0.4614807,0.13093527,0.13670936,0.071572945,0.05357476,0.02749706,0.18214364,0.06188558,0.0070289345,0.41079983,0.01931699,0.0779315,0.11738571,0.0434211,0.051459644,0.47963494,0.21655816,0.07257286,0.23142716,0.30836424,0.122355916,0.03969281,0.02812971,0.031307917,0.10829737,0.83267885,0.0045659663,0.040969294,0.07610728,0.026179783,0.86535877,0.0175371,0.79271644,0.02562839,0.15286939,0.16647258,0.05806208,0.07193725,0.02009325,0.008165752,0.02618445,0.19310497,0.7142752,0.15358958,0.005858158,0.10590177,0.17794815,0.0017304651,0.05599987,0.06081002,0.012845874,0.007466444,0.13064612,0.021380581,0.054297086,0.033205952,0.41148233,0.12022971,0.0682598,0.0915308,0.6754304,0.019666014,0.15404701,0.061480198,0.009674296,0.03491937,0.07684698,0.018785406,0.0156057915,0.0967159,0.12720753,0.118175335,0.008711495,0.13617533,0.17513119,0.3458036,0.006342265,0.02603278,0.05874569,0.24589299,0.0056496505,0.010675239,0.11691442,0.7158081,0.018617814,0.94845676,0.016672574,0.0093819,0.014479159,0.009709508,0.028370915,0.075894676,0.014948399,0.010406129,0.016931422,0.20013791,0.10720851,0.08609901,0.033879995,0.25678268,0.63970417,0.3858875,0.14508481,0.064194776,0.023185538,0.03936393,0.9505149,0.03320005,0.16286865,0.07026771,0.14658032,0.06353773,0.11839599,0.023684591,0.24631755,0.10140295,0.0015736695,0.072857335,0.009723814,0.103709996,0.095665105,0.31439424,0.09275495,0.20661128,0.036842857,0.012576301,0.054333407,0.23549564,0.16376047,0.02041686,0.06244127,0.0017890026,0.022814352,0.057964783,0.7931663
CC(C)CCO,0.65473974,0.11425996,0.10431867,0.1196588,0.0054011075,0.112829246,0.039251056,0.2999864,0.105374835,0.11469785,0.10003047,0.37355638,0.03267039,0.009367579,0.2503877,0.17034708,0.039955035,0.19302888,0.037978664,0.16163498,0.025736617,0.1946308,0.11470668,0.024942935,0.013228385,0.051223602,0.4985923,0.06590186,0.12229435,0.027223447,0.01049068,0.039162178,0.008490123,0.3542205,0.0794101,0.053735938,0.3851946,0.01799273,0.12321223,0.010735952,0.015281264,0.10705339,0.024036141,0.2551492,0.073787875,0.030988729,0.7352225,0.34475818,0.87761277,0.062569425,0.0010201772,0.28701073,0.015929053,0.98467964,0.0141154835,0.15961264,0.0042537525,0.08501918,0.0019577586,0.06852399,0.0770896,0.035503775,0.052077908,0.04023087,0.25808796,0.04370754,0.03744427,0.009209774,0.13334614,0.23629834,0.021678014,0.0652557,0.055591695,0.09381232,0.029798027,0.032432664,0.2969307,0.023668008,0.17654324,0.014112285,0.20371747,0.047313787,0.040207043,0.0043677515,0.021176731,0.014583374,0.34767985,0.093139246,0.2851512,0.033454385,0.511254,0.00647783,0.030026704,0.0037534502,0.011611318,0.024660943,0.07358228,0.06880363,0.09230038,0.07218911,0.052102394,0.03495962,0.009877384,0.014404157,0.016121516,0.54686123,0.047561996,0.08956611,0.17221636,0.0052185017,0.016006632,0.1957086,0.012185198,0.024425391,0.15225396,0.037138022,0.040473513,0.61672723,0.30921388,0.055824883,0.049105737,0.0020587055,0.45538655,0.017979978,0.06255943,0.05990314,0.06965748,0.08768474,0.052953083,0.026545849,0.050348207,0.016410243,0.0053190705,0.18112321,0.015811296,0.022743862,0.55703455,0.07948197
CCCCCC(=O)OCC,0.08903033,0.11969175,0.05297703,0.06841575,0.04907451,0.1400434,0.08374853,0.6530871,0.34586495,0.09047755,0.050389167,0.57017875,0.026739571,0.08723174,0.4368565,0.04561041,0.037041858,0.16727006,0.06744387,0.43836927,0.10441925,0.019931946,0.12695314,0.07920488,0.15985584,0.10060822,0.5376715,0.16110824,0.08367651,0.059928216,0.12511365,0.21552183,0.08166052,0.0770793,0.15704428,0.019890862,0.4740095,0.08545583,0.132857,0.22943214,0.06341789,0.24508682,0.06186902,0.18868375,0.1275723,0.2777318,0.28085637,0.5509038,0.2981281,0.070983954,0.062054496,0.40032783,0.2685211,0.9699839,0.045651983,0.040053133,0.03185193,0.28913817,0.032905612,0.25075805,0.87363297,0.041066144,0.070186734,0.05668963,0.16775057,0.11395419,0.072154485,0.06347389,0.36665368,0.14592026,0.07568007,0.116524294,0.10729287,0.018496362,0.051644586,0.028791366,0.07487664,0.020356787,0.049003024,0.2412411,0.34493256,0.1300728,0.029216874,0.015758425,0.1301312,0.148629,0.28059733,0.15746115,0.08256669,0.009645165,0.16301335,0.025696335,0.14219928,0.0442662,0.052286737,0.052162904,0.35490534,0.5005406,0.05531782,0.033684846,0.7932218,0.20628221,0.034779906,0.060964927,0.12574357,0.21236412,0.14616601,0.13090718,0.47285908,0.024233006,0.07147529,0.25267515,0.01618139,0.03070691,0.29247233,0.061579775,0.33351365,0.07670224,0.28269455,0.09742492,0.34935984,0.017509649,0.24748681,0.8289262,0.10241065,0.033815637,0.03825841,0.08638647,0.6255204,0.045494188,0.30324203,0.030509852,0.076085836,0.23027301,0.7324119,0.10942316,0.46291235,0.09454073
CCCCOC(=O)C,0.25041863,0.07202067,0.10156049,0.09195056,0.01323052,0.096845314,0.13191213,0.5912527,0.3863375,0.07790622,0.11985013,0.78268456,0.03469725,0.07200151,0.2773902,0.11329323,0.11553001,0.34579888,0.03920857,0.17306557,0.052344054,0.056051176,0.07242512,0.067943744,0.15600036,0.14459394,0.13442822,0.3037383,0.078631826,0.031715974,0.18105377,0.07430431,0.043814328,0.14722091,0.05468166,0.03315415,0.38949063,0.08275652,0.12794821,0.07322728,0.02981966,0.084690735,0.064764,0.12025322,0.046095695,0.11138665,0.75951236,0.08210789,0.34167546,0.05349889,0.20920618,0.41039714,0.19377662,0.9958931,0.039036334,0.17865422,0.03591081,0.37391406,0.074410714,0.08703922,0.5716002,0.085948765,0.055308335,0.05007693,0.14434072,0.14038122,0.119510084,0.12072777,0.3092081,0.18151128,0.04215906,0.17277431,0.12905541,0.024855062,0.08281297,0.055989653,0.09887946,0.04786265,0.070331186,0.13971807,0.090146504,0.0748446,0.09827978,0.028402045,0.06463285,0.03824633,0.20206401,0.08719012,0.07023108,0.008009981,0.12749964,0.041691,0.22197741,0.056114208,0.053880315,0.06218805,0.21652053,0.5592809,0.034169585,0.073906764,0.5417757,0.21153858,0.01300895,0.027558083,0.082801454,0.26932836,0.18279593,0.18399434,0.4205192,0.008596995,0.19866164,0.54326856,0.04510157,0.019713221,0.29889914,0.04458825,0.11436942,0.40225577,0.14089221,0.034960926,0.20073831,0.022385586,0.11085508,0.84061813,0.15094,0.030808836,0.035776526,0.070496194,0.20054622,0.035861485,0.2177126,0.023788543,0.036506344,0.20937492,0.11075172,0.13046023,0.47552145,0.06223452
CC(C)C1=CC=C(C=C1)CO,0.062293965,0.08269404,0.036390718,0.06855486,0.043927792,0.16739997,0.19640625,0.01139426,0.015479205,0.23850644,0.3110957,0.04126699,0.007147142,0.044412665,0.098002926,0.09591826,0.037818946,0.013812268,0.023943506,0.021046938,0.027261721,0.12775025,0.0074944864,0.033033002,0.111478485,0.017087031,0.028017914,0.034982126,0.0073119267,0.09881572,0.08936092,0.07498825,0.06633055,0.014505365,0.047738004,0.0129593965,0.020915754,0.0069047865,0.29433382,0.029521415,0.029562578,0.045918033,0.013209196,0.031078767,0.21814898,0.13570084,0.019388184,0.04774861,0.03455798,0.06834063,0.15642697,0.112304874,0.018514866,0.30284175,0.006385416,0.060262587,0.025610384,0.05687342,0.031092292,0.13466394,0.027658021,0.116794966,0.16119203,0.008405526,0.9443454,0.121802695,0.07226141,0.058878675,0.038068473,0.03368489,0.040105365,0.079782024,0.17058028,0.2018267,0.121081255,0.18135488,0.024813382,0.007696597,0.22592418,0.018017218,0.014357598,0.040052768,0.17065363,0.051563483,0.01890696,0.051379558,0.31339282,0.21914665,0.10030214,0.16626894,0.7503684,0.0049460586,0.06771855,0.06726413,0.09169638,0.034569003,0.0039458545,0.016385831,0.2457856,0.17522372,0.0025651827,0.008132075,0.034811888,0.003665204,0.032596983,0.30453545,0.028996266,0.02122505,0.0232617,0.00092300604,0.023345398,0.018116876,0.025346167,0.03729746,0.06317834,0.07015124,0.064235575,0.030216705,0.083076544,0.7564561,0.022567885,0.00019017055,0.10942258,0.057497516,0.082573935,0.10171498,0.08050107,0.024202734,0.0076737576,0.09637376,0.005039462,0.052546974,0.029602006,0.31996572,0.10238887,0.05238842,0.035716377,0.09718585
CC(C)CC1=NC=CN=C1OC,0.01821104,0.09646612,0.05996586,0.069439776,0.13966067,0.06215042,0.03455905,0.058605928,0.05394333,0.1161026,0.1458151,0.026313527,0.050870713,0.0347339,0.068934806,0.084789,0.06914297,0.030884989,0.13794912,0.085747436,0.07598755,0.012709359,0.1074587,0.022337554,0.14803594,0.02522522,0.0032188015,0.030403737,0.4419656,0.031361613,0.057606272,0.09009746,0.05322497,0.33127075,0.019356795,0.15610147,0.04717118,0.05792574,0.021938626,0.22907484,0.022512497,0.020243976,0.049704757,0.012247533,0.0919746,0.41751546,0.021886967,0.0051386966,0.09340063,0.04281044,0.022564221,0.1018599,0.079754524,0.060781784,0.025254976,0.043786813,0.036305234,0.043898225,0.11682613,0.17390454,0.9482718,0.019171204,0.06198393,0.1816996,0.12802076,0.07012735,0.078506604,0.05021806,0.043458957,0.02108862,0.020868577,0.04667491,0.21244717,0.051075708,0.06897995,0.06819913,0.064415835,0.11145149,0.040933054,0.025580559,0.14180326,0.02861444,0.11180663,0.02587341,0.056459486,0.032030746,0.2680597,0.1221807,0.48949757,0.0024066153,0.03206042,0.20155051,0.014891696,0.031972278,0.069477424,0.06030363,0.04075227,0.023489915,0.063262746,0.040846236,0.05308622,0.03952949,0.091066964,0.36220658,0.11574594,0.029806321,0.06440297,0.04526837,0.034450196,0.27312595,0.09478871,0.04113765,0.024485962,0.07012831,0.04065173,0.09486522,0.03877318,0.036907677,0.010239175,0.023198519,0.027459519,0.016828306,0.030244756,0.15988268,0.13043594,0.037223976,0.032048967,0.15511835,0.09994904,0.025256757,0.58142215,0.22592023,0.120771796,0.07662228,0.0720926,0.10901304,0.07429702,0.4259788
CC(C)C1=CC=C(C=C1)C=O,0.016874436,0.23162936,0.053682357,0.15856713,0.09360487,0.05103616,0.25265232,0.14778289,0.012571239,0.20241839,0.06475046,0.08605481,0.0073570553,0.061137706,0.050905157,0.12784868,0.041949134,0.008247912,0.03910153,0.017615732,0.020768946,0.08157093,0.008661176,0.027559232,0.1517776,0.034561094,0.0040862802,0.13906227,0.022425326,0.238372,0.0994787,0.069617696,0.120358855,0.039807536,0.0113575,0.011723306,0.054765955,0.0037043728,0.23633,0.3020734,0.011915583,0.0051817405,0.037261,0.011453778,0.25323874,0.045306582,0.09350974,0.18008216,0.03945049,0.02893101,0.019405523,0.43714663,0.024379155,0.19455886,0.0021111136,0.076974526,0.06749337,0.046401843,0.014152394,0.37498146,0.9760321,0.066922605,0.08256002,0.017518813,0.95989776,0.045545984,0.054941263,0.0947015,0.055267844,0.015782487,0.0086149005,0.09076981,0.3655163,0.09849594,0.10246889,0.0781551,0.06440457,0.0019733496,0.41707692,0.034605216,0.050436433,0.020673146,0.16312903,0.023094889,0.0044084177,0.008396104,0.12992051,0.20359217,0.040162813,0.014281335,0.31160098,0.0022772385,0.050543834,0.040328797,0.056025073,0.08377424,0.0074149966,0.019471964,0.3795101,0.1181039,0.013036591,0.013388653,0.0278112,0.017941905,0.12696612,0.4820802,0.087167434,0.009184304,0.017872628,0.0032302148,0.005757797,0.03044848,0.007983265,0.0042893826,0.122968756,0.109978646,0.07206318,0.010627213,0.08695662,0.9408884,0.00795608,0.0004793258,0.13341656,0.028912177,0.12638831,0.07150475,0.05669241,0.07834652,0.009987044,0.08748834,0.0704731,0.029762883,0.0631167,0.3535292,0.03029304,0.10185843,0.03387986,0.24474564
